Name	Start	Duration	GPU	Context
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.1987s	1.133 ms	GPU 0	Stream 7
triton_poi_fused_3	54.1998s	152.192 μs	GPU 0	Stream 7
void vllm::reshape_and_cache_flash_kernel<unsigned short, unsigned short, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)	54.2s	213.279 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)1, (unsigned int)128, (unsigned int)2, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.2002s	375.262 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, (unsigned int)64, (unsigned int)1, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.2006s	9.824 μs	GPU 0	Stream 7
void flashinfer::PersistentVariableLengthMergeStatesKernel<(unsigned int)8, (unsigned int)8, (unsigned int)16, (unsigned int)4, __half, __half, int>(T5 *, float *, T7 *, T6 *, float *, unsigned int, unsigned int *, unsigned int)	54.2006s	3.520 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2006s	818.781 μs	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0	54.2014s	174.976 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2016s	5.828 ms	GPU 0	Stream 7
triton_poi_fused_mul_silu_slice_1	54.2074s	698.045 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2081s	3.070 ms	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_2	54.2112s	294.687 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2115s	1.133 ms	GPU 0	Stream 7
triton_poi_fused_3	54.2126s	152.256 μs	GPU 0	Stream 7
void vllm::reshape_and_cache_flash_kernel<unsigned short, unsigned short, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)	54.2128s	213.055 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)1, (unsigned int)128, (unsigned int)2, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.213s	377.790 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, (unsigned int)64, (unsigned int)1, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.2134s	9.984 μs	GPU 0	Stream 7
void flashinfer::PersistentVariableLengthMergeStatesKernel<(unsigned int)8, (unsigned int)8, (unsigned int)16, (unsigned int)4, __half, __half, int>(T5 *, float *, T7 *, T6 *, float *, unsigned int, unsigned int *, unsigned int)	54.2134s	3.488 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2134s	817.629 μs	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0	54.2142s	174.560 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2144s	5.827 ms	GPU 0	Stream 7
triton_poi_fused_mul_silu_slice_1	54.2202s	698.173 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2209s	3.046 ms	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_2	54.2239s	292.575 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2242s	1.134 ms	GPU 0	Stream 7
triton_poi_fused_3	54.2254s	152.576 μs	GPU 0	Stream 7
void vllm::reshape_and_cache_flash_kernel<unsigned short, unsigned short, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)	54.2255s	213.375 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)1, (unsigned int)128, (unsigned int)2, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.2257s	376.991 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, (unsigned int)64, (unsigned int)1, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.2261s	9.856 μs	GPU 0	Stream 7
void flashinfer::PersistentVariableLengthMergeStatesKernel<(unsigned int)8, (unsigned int)8, (unsigned int)16, (unsigned int)4, __half, __half, int>(T5 *, float *, T7 *, T6 *, float *, unsigned int, unsigned int *, unsigned int)	54.2261s	3.456 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2261s	817.053 μs	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0	54.227s	174.943 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2271s	5.821 ms	GPU 0	Stream 7
triton_poi_fused_mul_silu_slice_1	54.2329s	698.589 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2336s	3.046 ms	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_2	54.2367s	294.591 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.237s	1.137 ms	GPU 0	Stream 7
triton_poi_fused_3	54.2381s	151.551 μs	GPU 0	Stream 7
void vllm::reshape_and_cache_flash_kernel<unsigned short, unsigned short, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)	54.2383s	213.247 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)1, (unsigned int)128, (unsigned int)2, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.2385s	377.183 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, (unsigned int)64, (unsigned int)1, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.2389s	10.080 μs	GPU 0	Stream 7
void flashinfer::PersistentVariableLengthMergeStatesKernel<(unsigned int)8, (unsigned int)8, (unsigned int)16, (unsigned int)4, __half, __half, int>(T5 *, float *, T7 *, T6 *, float *, unsigned int, unsigned int *, unsigned int)	54.2389s	3.456 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2389s	816.349 μs	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0	54.2397s	174.719 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2399s	5.824 ms	GPU 0	Stream 7
triton_poi_fused_mul_silu_slice_1	54.2457s	699.006 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2464s	3.057 ms	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_2	54.2495s	229.791 μs	GPU 0	Stream 7
void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)	54.2497s	2.528 μs	GPU 0	Stream 7
void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)	54.2497s	2.176 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_tn	54.2497s	922.589 μs	GPU 0	Stream 7
void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)	54.2506s	25.664 μs	GPU 0	Stream 7
void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	54.2506s	33.664 μs	GPU 0	Stream 7
void at::native::<unnamed>::cunn_SoftMaxForward<(int)4, float, float, float, at::native::<unnamed>::SoftMaxForwardEpilogue>(T4 *, const T2 *, int)	54.2507s	77.727 μs	GPU 0	Stream 7
void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda::uniform_and_transform<float, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::exponential_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<float, float, float4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::uniform_and_transform<float, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::exponential_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::exponential_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, float) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)	54.2508s	17.824 μs	GPU 0	Stream 7
void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)	54.2508s	47.296 μs	GPU 0	Stream 7
void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::ArgMaxOps<float>, unsigned int, long, (int)4, (int)4>>(T3)	54.2508s	44.160 μs	GPU 0	Stream 7
void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)	54.2509s	1.984 μs	GPU 0	Stream 7
Memcpy HtoD	54.2509s	2.624 μs	GPU 0	Stream 7
Memcpy HtoD	54.2509s	91.295 μs	GPU 0	Stream 7
Memcpy HtoD	54.251s	7.904 μs	GPU 0	Stream 7
Memcpy HtoD	54.251s	2.368 μs	GPU 0	Stream 7
Memcpy HtoD	54.251s	1.920 μs	GPU 0	Stream 7
Memcpy HtoD	54.251s	1.696 μs	GPU 0	Stream 7
Memcpy HtoD	54.251s	5.120 μs	GPU 0	Stream 7
Memcpy DtoD	54.251s	1.536 μs	GPU 0	Stream 7
Memcpy HtoD	54.251s	7.712 μs	GPU 0	Stream 7
void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctorOnSelf_add<int>, std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)	54.251s	1.248 μs	GPU 0	Stream 7
Memcpy HtoD	54.251s	1.792 μs	GPU 0	Stream 7
_copy_page_indices_kernel	54.2511s	1.696 μs	GPU 0	Stream 7
Memcpy HtoD	54.2511s	2.368 μs	GPU 0	Stream 7
Memcpy HtoD (Pageable)	54.2511s	384 ns	GPU 0	Stream 7
Memcpy HtoD (Pageable)	54.2511s	384 ns	GPU 0	Stream 7
Memcpy HtoD	54.2511s	1.760 μs	GPU 0	Stream 7
Memcpy HtoD	54.2511s	1.728 μs	GPU 0	Stream 7
Memcpy HtoD	54.2511s	2.784 μs	GPU 0	Stream 7
Memcpy HtoD	54.2511s	1.792 μs	GPU 0	Stream 7
Memcpy HtoD	54.2511s	1.728 μs	GPU 0	Stream 7
Memcpy HtoD (Pageable)	54.2511s	1.056 μs	GPU 0	Stream 7
Memcpy HtoD	54.2511s	2.368 μs	GPU 0	Stream 7
triton_red_fused__to_copy_add_embedding_mean_mul_pow_rsqrt_0	54.2511s	185.919 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2513s	1.139 ms	GPU 0	Stream 7
triton_poi_fused_1	54.2524s	152.255 μs	GPU 0	Stream 7
void vllm::reshape_and_cache_flash_kernel<unsigned short, unsigned short, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)	54.2526s	213.344 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)1, (unsigned int)128, (unsigned int)2, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.2528s	377.630 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, (unsigned int)64, (unsigned int)1, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.2532s	47.360 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2532s	816.573 μs	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0	54.2541s	174.911 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2542s	5.819 ms	GPU 0	Stream 7
triton_poi_fused_mul_silu_slice_1	54.26s	698.814 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2607s	3.017 ms	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_2	54.2638s	292.191 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2641s	1.125 ms	GPU 0	Stream 7
triton_poi_fused_3	54.2652s	152.512 μs	GPU 0	Stream 7
void vllm::reshape_and_cache_flash_kernel<unsigned short, unsigned short, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)	54.2653s	211.391 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)1, (unsigned int)128, (unsigned int)2, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.2655s	373.982 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, (unsigned int)64, (unsigned int)1, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.2659s	47.936 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.266s	810.397 μs	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0	54.2668s	174.655 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.267s	5.775 ms	GPU 0	Stream 7
triton_poi_fused_mul_silu_slice_1	54.2727s	698.557 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2734s	3.036 ms	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_2	54.2765s	295.935 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2768s	1.125 ms	GPU 0	Stream 7
triton_poi_fused_3	54.2779s	152.768 μs	GPU 0	Stream 7
void vllm::reshape_and_cache_flash_kernel<unsigned short, unsigned short, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)	54.278s	211.007 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)1, (unsigned int)128, (unsigned int)2, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.2783s	373.951 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, (unsigned int)64, (unsigned int)1, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.2786s	48.543 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2787s	811.421 μs	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0	54.2795s	174.400 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2797s	5.831 ms	GPU 0	Stream 7
triton_poi_fused_mul_silu_slice_1	54.2855s	698.365 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2862s	3.069 ms	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_2	54.2893s	292.831 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2896s	1.138 ms	GPU 0	Stream 7
triton_poi_fused_3	54.2907s	152.512 μs	GPU 0	Stream 7
void vllm::reshape_and_cache_flash_kernel<unsigned short, unsigned short, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)	54.2909s	213.535 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)1, (unsigned int)128, (unsigned int)2, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.2911s	379.199 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, (unsigned int)64, (unsigned int)1, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.2915s	48.095 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2915s	814.109 μs	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0	54.2923s	174.208 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.2925s	5.833 ms	GPU 0	Stream 7
triton_poi_fused_mul_silu_slice_1	54.2983s	698.365 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.299s	3.050 ms	GPU 0	Stream 7
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_2	54.3021s	292.831 μs	GPU 0	Stream 7
turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn	54.3024s	1.136 ms	GPU 0	Stream 7
triton_poi_fused_3	54.3035s	152.032 μs	GPU 0	Stream 7
void vllm::reshape_and_cache_flash_kernel<unsigned short, unsigned short, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)	54.3037s	213.279 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)1, (unsigned int)128, (unsigned int)2, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.3039s	378.943 μs	GPU 0	Stream 7
void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, (unsigned int)64, (unsigned int)1, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)4, (unsigned int)1, (flashinfer::PosEncodingMode)0, __half, __half, __half, float, int, flashinfer::DefaultAttention<(bool)0, (bool)0, (bool)0, (bool)0>>, PagedParams>(T2)	54.3043s	47.839 μs	GPU 0	Stream 7
